D0:4D:C6:02:E5:C0,D0:4D:C6:02:95:61,D0:4D:C6:02:95:70,D0:D3:E0:B1:87:00,D0:4D:C6:02:47:F0,D0:4D:C6:02:47:E0,D0:4D:C6:02:C2:81,D0:4D:C6:01:E6:20,D0:4D:C6:02:C2:80,D0:4D:C6:01:E6:21,D0:4D:C6:02:D3:A0,D0:4D:C6:02:7E:50,00:4E:35:CF:97:B0,D0:D3:E0:B1:3A:71,D0:D3:E0:B1:3A:60,D0:4D:C6:02:C2:91,D0:4D:C6:02:7E:51,D0:4D:C6:02:C2:90,D0:4D:C6:01:E6:30,D0:4D:C6:02:7E:41,00:4E:35:CF:97:A1,D0:4D:C6:03:4D:51,D0:4D:C6:01:E6:31,00:4E:35:CF:97:B1,D0:4D:C6:02:7E:40,D0:4D:C6:02:47:E1,D0:D3:E0:B1:A0:00,D0:4D:C6:03:4D:41,D0:4D:C6:02:E5:C1,00:4E:35:CF:97:A0,00:4E:35:CF:2E:50,00:4E:35:CF:CE:20,D0:D3:E0:B1:3A:61,00:4E:35:CF:2E:51,D0:4D:C6:02:47:F1,00:4E:35:CF:2E:41,D0:4D:C6:02:95:60,40:E3:D6:24:25:32,D0:4D:C6:03:4D:40,40:E3:D6:24:25:33,D0:4D:C6:03:4D:50,D0:4D:C6:02:E5:D1,D0:D3:E0:B1:3A:70,D0:4D:C6:02:95:71,40:E3:D6:24:25:23,00:4E:35:CF:2E:40,D0:D3:E0:B1:87:01,D0:4D:C6:02:E5:D0,40:E3:D6:24:25:22,x,y
40,64,58,0,35,42,33,0,33,0,0,31,0,0,31,31,31,31,0,33,0,33,0,0,0,0,0,39,40,31,0,0,0,31,35,40,64,0,39,0,0,33,0,59,0,39,0,31,36,5,8
44,57,53,0,31,41,35,31,35,31,0,31,0,0,31,0,0,0,0,0,0,38,0,0,0,41,0,45,44,0,0,0,0,31,31,0,58,0,45,0,38,33,0,53,0,0,0,33,0,3,8
40,66,57,0,0,0,31,0,31,0,0,31,0,0,0,0,31,0,0,0,31,0,0,0,36,0,0,42,40,31,0,0,0,0,39,39,66,0,42,0,0,0,0,57,35,39,0,0,34,4,8
41,64,56,0,35,0,31,31,31,31,0,31,0,0,0,31,31,0,0,37,0,31,0,0,37,40,0,43,42,0,31,0,0,0,32,32,65,0,43,0,38,31,0,56,32,32,0,31,32,2,8
40,67,62,0,38,42,32,0,32,0,0,31,0,0,0,31,31,0,0,36,31,36,0,0,36,42,0,41,0,31,34,0,31,34,38,42,68,0,41,0,36,31,0,62,36,40,0,33,35,4,9
35,54,51,0,31,41,37,32,37,32,0,31,31,0,33,0,36,0,31,0,31,40,31,31,0,0,0,46,37,33,0,0,33,31,31,40,55,0,47,0,39,34,0,51,35,38,0,34,34,9,1
44,59,63,0,0,0,0,35,40,0,0,0,0,0,0,33,36,33,31,47,0,44,31,0,46,40,0,0,43,0,31,0,0,0,31,39,60,0,0,0,0,39,0,63,33,39,0,39,32,7,1
46,57,55,0,31,38,41,35,41,35,0,39,31,0,32,34,39,0,31,45,31,38,31,31,44,0,0,48,47,31,33,0,32,0,34,0,57,0,48,0,38,33,0,54,34,0,0,33,33,11,2
0,64,58,0,0,42,31,0,31,31,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,42,0,40,0,31,0,0,0,31,37,35,64,0,40,0,0,31,0,58,36,0,0,31,0,5,11
46,65,0,31,33,41,0,36,0,36,0,0,0,0,31,34,35,35,31,44,0,41,31,0,44,41,0,49,46,0,0,0,31,0,33,38,64,0,49,0,41,36,0,57,36,38,31,36,35,3,3
39,63,59,0,0,0,31,31,31,31,0,31,0,0,31,0,31,0,0,0,31,0,0,0,0,42,0,44,39,31,0,0,31,0,0,0,63,0,45,0,0,0,0,59,0,0,0,0,0,2,10
0,67,62,0,33,43,0,0,32,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,33,38,67,0,43,0,0,0,0,62,0,38,0,0,0,2,10
0,67,59,0,38,0,36,36,36,36,0,32,0,0,31,32,0,0,31,46,31,0,0,0,46,0,0,48,47,31,31,0,31,31,0,38,67,0,47,0,46,0,0,59,37,0,0,35,36,4,1
0,55,56,0,32,0,39,33,35,0,0,35,31,0,31,31,0,0,31,41,33,42,31,31,41,0,0,51,48,33,0,0,31,0,32,37,55,0,51,0,43,40,0,56,31,0,0,0,31,8,1
0,0,0,0,42,42,35,31,0,31,0,31,0,0,31,31,31,0,31,40,0,39,31,0,40,0,0,44,43,31,31,0,0,31,42,38,62,0,44,0,39,31,0,0,37,38,0,31,38,2,5
46,0,50,0,31,36,41,34,41,34,0,0,31,0,0,35,0,0,0,0,32,0,0,31,44,0,0,50,45,33,0,0,0,0,31,39,0,0,50,0,0,33,0,50,32,39,0,33,32,9,3
45,51,49,0,34,0,32,32,32,32,0,0,31,0,31,31,0,0,31,44,0,44,31,31,44,40,0,51,44,0,0,0,31,31,34,38,51,0,51,0,44,35,0,49,31,0,0,0,31,11,1
46,58,63,0,32,0,38,32,38,32,0,36,31,0,31,0,36,0,0,45,31,43,0,31,45,0,0,50,46,35,0,0,31,31,32,40,58,0,50,0,43,36,0,63,35,40,0,41,0,5,1
42,58,61,0,0,0,33,0,33,0,0,33,0,0,31,0,33,0,0,0,31,36,31,0,38,0,0,43,42,31,0,0,31,0,0,35,62,0,43,0,0,38,0,61,31,0,0,0,31,1,1
0,63,0,0,37,47,34,35,34,34,0,0,0,0,0,0,35,31,31,0,0,42,31,0,42,47,0,51,0,31,33,0,0,33,37,41,63,0,51,0,42,31,0,59,35,41,0,31,34,2,4
40,61,60,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,31,0,0,0,0,45,0,0,0,0,0,0,0,41,61,0,45,0,0,0,0,60,0,41,0,0,0,5,6
45,58,50,0,0,0,0,0,38,0,0,37,0,0,0,34,37,0,31,42,31,0,31,0,0,0,0,52,45,31,0,0,31,0,0,38,58,0,52,0,0,0,0,49,0,38,31,37,0,7,4
45,56,44,0,0,37,34,34,34,0,0,35,0,0,31,0,35,34,0,40,0,0,0,0,40,0,0,51,45,0,0,0,31,0,0,38,56,0,51,0,0,0,0,44,0,38,0,0,0,11,5
42,60,58,0,0,35,41,38,41,0,0,31,0,0,31,0,31,0,31,44,33,37,31,0,43,0,0,47,42,33,0,0,0,33,31,0,59,0,47,0,0,37,0,58,0,0,0,0,31,5,4
43,65,58,0,32,0,33,33,0,32,0,31,0,0,31,0,31,0,0,43,31,36,0,0,43,0,0,50,0,31,0,0,31,0,0,38,65,31,50,31,0,0,0,58,37,38,0,36,0,1,5
38,61,56,0,0,0,31,0,31,31,0,31,0,0,0,0,31,0,0,0,0,36,0,0,38,0,0,46,0,31,31,0,31,31,36,40,61,0,46,0,0,31,0,56,35,40,0,31,36,5,12
40,63,61,0,35,0,36,31,40,31,0,32,0,0,31,0,32,0,31,40,31,40,31,0,40,0,0,0,40,31,0,0,31,0,35,37,62,0,0,0,40,0,0,61,36,37,0,0,36,3,5
42,63,0,0,32,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,31,36,0,0,0,0,0,44,0,31,31,0,0,0,0,42,63,31,43,0,0,32,0,58,0,42,0,32,36,5,6
43,65,59,0,39,0,0,31,31,0,0,31,0,0,31,31,31,0,0,0,0,35,31,0,0,0,0,46,43,0,31,0,31,0,33,41,64,0,43,0,36,33,0,59,0,43,0,0,35,3,8
0,64,66,0,35,43,39,0,39,0,0,35,0,0,31,32,35,0,31,41,0,0,0,0,41,43,0,50,0,0,31,0,31,31,35,40,64,0,50,0,42,0,0,65,39,40,0,0,39,1,4
46,62,61,0,32,0,39,0,39,0,0,36,0,0,31,0,36,0,31,41,0,41,31,0,41,37,0,51,46,31,0,0,0,0,32,39,62,0,51,0,41,0,0,61,35,39,0,0,34,5,2
40,68,58,0,31,0,0,0,0,31,0,31,0,0,31,0,31,31,0,0,0,41,0,0,38,0,0,41,40,0,0,0,0,0,0,42,68,0,41,0,41,33,0,58,32,41,0,0,33,2,9
0,55,49,0,31,35,34,34,34,34,0,33,0,0,0,0,32,31,31,0,0,0,31,31,0,34,0,44,0,0,0,0,0,0,0,40,60,0,44,0,37,0,0,49,0,40,0,36,0,11,5
43,58,58,0,39,40,36,0,36,34,0,32,0,0,0,31,31,0,0,40,0,42,0,0,40,40,0,49,0,31,0,0,31,0,39,38,55,0,47,0,42,31,0,59,37,38,0,0,38,4,4
43,0,61,0,0,0,0,32,36,32,0,36,0,0,31,31,36,0,0,42,31,0,0,0,42,0,0,46,0,31,31,0,31,31,0,37,0,0,46,0,0,32,0,61,38,37,0,0,0,4,6
46,64,50,0,34,39,37,34,36,34,0,31,0,0,31,35,31,0,31,43,31,45,31,0,0,39,0,47,46,31,0,0,32,32,0,0,64,0,48,0,45,38,0,50,35,0,31,38,35,2,3
43,54,52,0,31,35,33,33,33,0,0,33,31,31,0,0,33,0,31,46,32,42,31,31,0,0,0,51,44,32,31,0,0,31,31,39,54,0,51,0,42,0,0,52,0,39,0,33,33,6,2
43,61,56,0,38,0,34,0,34,0,0,35,31,0,31,0,35,0,31,41,31,40,0,0,41,0,0,50,0,31,0,0,0,0,38,0,61,0,50,0,41,0,0,56,34,0,0,0,34,2,2
43,53,48,0,31,0,40,39,40,39,0,37,31,0,31,31,37,31,0,45,31,44,31,31,45,0,0,51,43,31,0,0,31,0,0,40,53,0,51,0,0,0,0,54,31,40,0,33,31,11,3
41,70,58,0,34,47,31,31,31,0,0,31,0,0,31,0,31,31,31,35,0,39,31,0,35,47,0,41,41,31,0,0,31,0,34,40,70,0,41,0,39,0,0,58,37,40,0,31,36,1,8
36,66,58,0,37,44,0,0,31,0,0,31,0,0,31,0,31,0,0,0,31,36,0,0,43,44,0,39,36,0,0,0,31,31,37,40,66,0,39,0,36,31,0,58,0,40,0,0,0,4,11
44,61,60,31,35,0,37,31,37,31,0,31,0,0,0,0,32,0,31,42,31,45,31,0,42,0,0,49,0,31,0,0,0,31,0,40,61,0,49,0,0,35,0,59,33,39,0,35,32,2,3
0,54,50,0,0,0,40,35,40,35,0,36,0,0,0,0,36,0,31,43,0,42,0,0,0,37,0,50,46,0,0,0,0,0,35,0,53,0,50,0,0,0,0,50,31,0,0,0,31,12,2
43,63,55,0,0,43,37,0,37,32,0,34,0,0,31,31,34,31,31,41,31,37,31,0,0,43,0,47,48,31,0,0,31,33,35,39,62,31,47,31,0,35,0,59,39,38,0,35,39,1,2
0,63,62,0,31,0,35,0,40,0,0,32,0,0,0,31,31,0,0,0,0,34,0,0,0,0,0,0,42,0,31,0,0,31,31,36,62,0,44,0,34,32,0,0,32,41,0,31,0,2,8
44,60,65,0,37,39,0,31,31,31,0,0,0,0,31,0,35,0,31,40,31,42,31,0,40,39,0,42,44,0,31,0,31,31,0,39,60,0,42,0,41,31,0,0,35,39,0,0,0,5,5
47,61,60,0,32,0,31,31,31,31,0,33,0,0,0,0,33,0,31,42,0,42,31,0,42,0,0,45,47,31,31,0,0,31,32,40,61,0,45,0,43,35,0,60,33,40,0,34,0,3,7
0,62,64,0,31,0,0,35,0,35,0,33,31,0,31,0,32,0,31,41,0,40,31,0,41,0,0,48,43,0,33,0,31,33,31,37,62,0,52,0,40,0,0,64,0,37,0,0,0,5,3
47,59,57,0,34,38,40,36,40,0,0,33,0,0,31,0,32,0,31,45,31,44,31,0,45,38,0,50,47,31,31,0,0,0,34,41,0,0,50,0,44,37,0,57,36,40,0,0,35,6,1
0,66,60,0,37,0,31,31,31,31,0,31,0,0,0,0,31,0,0,0,31,34,0,0,0,0,0,38,0,0,0,0,31,35,37,43,66,0,38,0,33,0,0,0,0,43,0,0,0,4,12
44,55,0,31,31,39,39,38,39,0,0,0,0,0,31,31,39,31,31,42,0,44,31,0,0,39,0,52,44,31,31,0,31,0,0,0,55,0,52,0,44,37,0,52,34,44,0,37,35,6,4
